link,address,square_price,Area,price_start_from
https://krisha.kz/complex/show/karaganda/brownstone/,"Караганда, ул. Анжерская, 37/2",360000²tg,,
https://krisha.kz/complex/show/nur-sultan/burabay/,"Астана, Алматы р-н, ул. Ж. Нажимеденова - ул. А62",355000²tg,,
https://krisha.kz/complex/show/atyrau/talan/,"Атырау, просп. Абылхаир хана - ул. Жумагалиева",471000²tg,,
https://krisha.kz/complex/show/ust-kamenogorsk/chistoenebo/,"Усть-Каменогорск, проспект К.Сатпаева, 15д",355000²tg,,
https://krisha.kz/complex/show/turkestan/nur-sultancity/,"Туркестан, мкр. ""Жаңа қала"" сзади Обл. Акимата",310000²tg,,
https://krisha.kz/complex/show/atyrau/newcity/,"Атырау, пр. Абулхайыр хана, 74-5",487000²tg,,
https://krisha.kz/complex/show/shymkent/otaucity/,"Шымкент, ул. Назарбекова - ул. Шаяхметов",353000²tg,,
https://krisha.kz/complex/show/almaty/greencity/,"Алматы, Медеуский р-н, мкрн Думан-2",500000²tg,,
https://krisha.kz/complex/show/almaty/tamarixcity/,"Алматы, Турксибский р-н, Район рынкка ""Жетысу-Семиречье"", Микрорайон Кайрат",430000²tg,,
https://krisha.kz/complex/show/almaty/cityplus/,"Алматы, Ауэзовский р-н, ул. Толе би, 285 - ул. Отеген батыра",383000²tg,,
https://krisha.kz/complex/show/almaty/cityvilla/,"Алматы, с. Туздыбастау, ул. Карасай Батыра, 1804в",350000²tg,,
https://krisha.kz/complex/show/uralsk/suncitynext/,"Уральск, ул. Самал, 82",240000²tg,,
https://krisha.kz/complex/show/nur-sultan/rclub/,"Астана, Есильский р-н, проспект Мангилик Ел",700000²tg,,
https://krisha.kz/complex/show/nur-sultan/compassnorth/,"Астана, Алматы р-н, пересечение улиц Ш. Калдаякова и А82",450000²tg,,
https://krisha.kz/complex/show/shymkent/shanyrakconstruction/,"Шымкент, ул. Айбергенова, 2",585000²tg,,
https://krisha.kz/complex/show/ust-kamenogorsk/deluxetown/,"Усть-Каменогорск, проспект Илияса Есенберлина, 89",395000²tg,,
https://krisha.kz/complex/show/almaty/dialresidence/,"Алматы, Алмалинский р-н, просп. Сейфуллина, 533",900000²tg,,
https://krisha.kz/complex/show/almaty/dynastia/,"Алматы, Медеуский р-н, ул. Ремизовка, 1а",850000²tg,,
https://krisha.kz/complex/show/nur-sultan/discovery/,"Астана, Алматы р-н, ул. Байтурсынова - ул. Азербаева",382000²tg,,
https://krisha.kz/complex/show/aktobe/novo-dom/,"Актобе, р-н Батыс 2, дом 5",300000²tg,,
https://krisha.kz/complex/show/aktobe/domino/,"Актобе, ул. Мангилик Ел, участок 16Д",245000²tg,,
https://krisha.kz/complex/show/almaty/kddostar/,"Алматы, Алатауский р-н, Еспаева, 10",570000²tg,,
https://krisha.kz/complex/show/atyrau/dostyk/,"Атырау, ул. Дружбы 14",360000²tg,,
https://krisha.kz/complex/show/aktau/easthouses/,"Актау, мкр. Шыгыс 2",160000²tg,,
https://krisha.kz/complex/show/nur-sultan/esiltower/,"Астана, Сарыарка р-н, ул. Е 882, дом 5",450000²tg,,
https://krisha.kz/complex/show/almaty/riverhouse/,"Алматы, Ауэзовский р-н, ул. Навои, 68/2",800000²tg,,
https://krisha.kz/complex/show/almaty/exclusiveubilenyi/,"Алматы, Медеуский р-н, ул. Ондасынова, 1/1",16²tg,,
https://krisha.kz/complex/show/astana/primeexpo/,"Астана, Есильский р-н, проспект Улы Дала, 58/1",450000²tg,,
https://krisha.kz/complex/show/karaganda/familypark/,"Караганда, Казыбек би р-н, ​Муканова, 47/3",321315²tg,,
https://krisha.kz/complex/show/nur-sultan/florence/,"Астана, Алматы р-н, ул. А-4 / А-42/ А-43 / А-30 / ул. Ивана Панфилова",318878²tg,,
https://krisha.kz/complex/show/nur-sultan/forestparkvillage/,"Астана, Есильский р-н, ул. Е331 - ул. Е466",750000²tg,,
https://krisha.kz/complex/show/almaty/gardenhouse/,"Алматы, Медеуский р-н, ул. Мангистауская, 18",520000²tg,,
https://krisha.kz/complex/show/kokshetau/garmonia/,"Кокшетау, микрорайон Васильковский, д.18/2",290000²tg,,
https://krisha.kz/complex/show/astana/tumar-grand-village/,"Астана, Есильский р-н, южнее ж. м. Тельмана, ул. Е116 и Е448",830000²tg,,
https://krisha.kz/complex/show/nur-sultan/terra/,"Астана, Есильский р-н, ул. Кайыма Мухамедханова",490900²tg,,
https://krisha.kz/complex/show/batumi/greenside/,"Грузия, Батуми, adjara, axalsofeli",215000²tg,,
https://krisha.kz/complex/show/almaty/hayatpark/,"Алматы, Бостандыкский р-н, микрорайон Баганшил, ул. Мади, 1в",955000²tg,,
https://krisha.kz/complex/show/nur-sultan/hazar/,"Астана, Есильский р-н, просп. Мәңгілік Ел, стр. 40/1",410000²tg,,
https://krisha.kz/complex/show/almaty/pinehill/,"Алматы, Медеуский р-н, мкрн Ремизовка, 7-й пер., 6",11²tg,,
https://krisha.kz/complex/show/almaty/skyhills/,"Алматы, Бостандыкский р-н, мкр Нур Алатау, ул. Какимбек Салыков, 42",500000²tg,,
https://krisha.kz/complex/show/almaty/mirashills/,"Алматы, Наурызбайский р-н, ул. Нажимеденова, 78",670000²tg,,
https://krisha.kz/complex/show/nur-sultan/hokkaido/,"Астана, Есильский р-н, ул. К. Мухамедханова - шоссе Коргалжын",400000²tg,,
https://krisha.kz/complex/show/aktau/qazynahouse/,"Актау, 32В мкр., 68 участок",160000²tg,,
https://krisha.kz/complex/show/almaty/rhouse/,"Алматы, Бостандыкский р-н, ул. Розыбакиева, 237",770000²tg,,
https://krisha.kz/complex/show/aktau/aisar/,"Актау, 16 микрорайон, 15/2",280000²tg,,
https://krisha.kz/complex/show/ust-kamenogorsk/ayimzhan/,"Усть-Каменогорск, ул. Казыбек Би, 1Б",385000²tg,,
https://krisha.kz/complex/show/phuket/vipkaron/,"Таиланд, Karon Beach Phuket Thailand",13²tg,,
https://krisha.kz/complex/show/pavlodar/kazkor/,"Павлодар, ул. Торайгырова 1/4",350000²tg,,
https://krisha.kz/complex/show/atyrau/keremet/,"Атырау, мкр. Жеты Казына, ул. Жумабаева",650000²tg,,
https://krisha.kz/complex/show/nur-sultan/khanplaza/,"Астана, Есильский р-н, ул. Е-496, участок 2А",450000²tg,,
https://krisha.kz/complex/show/atyrau/xanorda/,"Атырау, Набережная Урала, район пешего моста",450000²tg,,
https://krisha.kz/complex/show/nur-sultan/kingslandresidence/,"Астана, Сарыарка р-н, ул. Аккемелер, 32А",1²tg,,
https://krisha.kz/complex/show/kokshetau/,"Кокшетау, ул. Сулейманова, 27",270000²tg,,
https://krisha.kz/complex/show/aktobe/korkem/,"Актобе, Батыс-2 51Г",210000²tg,,
https://krisha.kz/complex/show/nur-sultan/kurmet/,"Астана, Алматы р-н, ул. Дауылпаз, 7/2",450000²tg,,
https://krisha.kz/complex/show/atyrau/francuzkiykvartal/,"Атырау, мкр Ак-Шагала, ул. 2, строение 84",450000²tg,,
https://krisha.kz/complex/show/nur-sultan/kvezal/,"Астана, Есильский р-н, ул. Ильяс Омарова, 25",450000²tg,,
https://krisha.kz/complex/show/aktobe/kyzgaldak/,"Актобе, Батыс 2 микрорайон, 25",260000²tg,,
https://krisha.kz/complex/show/almaty/laverde/,"Алматы, Медеуский р-н, ул. Жамакаева, 252",14²tg,,
https://krisha.kz/complex/show/nur-sultan/q-life/,"Астана, ул. Розы Баглановой",420000²tg,,
https://krisha.kz/complex/show/astana/lotos/,"Астана, Сарыарка р-н, ул. Серкебаева 21",450000²tg,,
https://krisha.kz/complex/show/nur-sultan/medinatower/,"Астана, Есильский р-н, ул. Туран, 56",460000²tg,,
https://krisha.kz/complex/show/aktau/medinapark/,"Актау, 33 мкр., 28 участок",290000²tg,,
https://krisha.kz/complex/show/nur-sultan/metro/,"Астана, Алматы р-н, ул. А127",400000²tg,,
https://krisha.kz/complex/show/nur-sultan/miami/,"Астана, Есильский р-н, ул. Сыганак, 13",500000²tg,,
https://krisha.kz/complex/show/astana/millenium-park/,"Астана, Алматы р-н, ул. К. Аманжолова, 28/2 - Нажимеденова",438000²tg,,
https://krisha.kz/complex/show/aktau/mizam/,"Актау, 32В мкр.",145000²tg,,
https://krisha.kz/complex/show/almaty/nefuptown/,"Алматы, Наурызбайский р-н, мкр.Рахат, ул.Культобе, уч.№1, уч№24",950000²tg,,
https://krisha.kz/complex/show/almaty/oner/,"Алматы, Алмалинский р-н, проспект Абая, уч. 165",638000²tg,,
https://krisha.kz/complex/show/nur-sultan/oner/,"Астана, Есильский р-н, ул. Әнет баба, 9/3",475000²tg,,
https://krisha.kz/complex/show/nur-sultan/onyx/,"Астана, ул. Чингиз Айтматов, 47",360000²tg,,
https://krisha.kz/complex/show/semey/orda/,"Семей, ул. Посмакова 67",355000²tg,,
https://krisha.kz/complex/show/nur-sultan/orkendeu/,"Астана, ул. А.Байтурсынова - ул. А83",430000²tg,,
https://krisha.kz/complex/show/karaganda/otbasyvillage/,"Караганда, Казыбек би р-н, ул. Акадeмическая 9/10",223250²tg,,
https://krisha.kz/complex/show/ust-kamenogorsk/premiera/,"Усть-Каменогорск, ул. К. Сатпаева, 84/4",380000²tg,,
https://krisha.kz/complex/show/nur-sultan/q-smart/,"Астана, ул. Бектурова / просп. Туран",400000²tg,,
https://krisha.kz/complex/show/nur-sultan/sezimqalasenim/,"Астана, Есильский р-н, ул. Т4 (рядом с ЛД ""Барыс Арена"")",464800²tg,,
https://krisha.kz/complex/show/almaty/qalqaman/,"Алматы, Наурызбайский р-н, микрорайон Калкаман-2, 8/3",380000²tg,,
https://krisha.kz/complex/show/shymkent/karligash/,"Шымкент, Абайский р-н, мкр. Жана Талап ул. Искакова б/н",270000²tg,,
https://krisha.kz/complex/show/petropavlovsk/qazaqstan/,"Петропавловск, ул Назарбаева 288В",360000²tg,,
https://krisha.kz/complex/show/aktau/royalresort/,"Актау, база отдыха «Теплый пляж», уч. №50/3",350000²tg,,
https://krisha.kz/complex/show/semey/samaltau/,"Семей, ул. ​Чайкиной, 25",320000²tg,,
https://krisha.kz/complex/show/karaganda/sapphir/,"Караганда, ул. 137-й учётный квартал",290000²tg,,
https://krisha.kz/complex/show/almaty/shahar/,"Алматы, ул. Райымбека, 524",475000²tg,,
https://krisha.kz/complex/show/aktau/shahartowers/,"Актау, 18-й мкр , 18 микрорайон, 43/1",250000²tg,,
https://krisha.kz/complex/show/shymkent/ulyshanyrak/,"Шымкент, мкр Нуртас",400000²tg,,
https://krisha.kz/complex/show/aktau/shevchenco/,"Актау, ​микрорайон 7а, 14",500000²tg,,
https://krisha.kz/complex/show/almaty/shveicaria/,"Алматы, Бостандыкский р-н, мкр.Нурлытау, улица Парасат (14-улица)",470000²tg,,
https://krisha.kz/complex/show/nur-sultan/sozak/,"Астана, Алматы р-н, ул. Тауелсиздик, 34/9",400000²tg,,
https://krisha.kz/complex/show/nur-sultan/stockholm/,"Астана, Алматы р-н, ул. Касым Аманжолов, 20",550000²tg,,
https://krisha.kz/complex/show/shymkent/sultan/,"Шымкент, Каратауский р-н, мкр. Астана, дом 78, 79",400000²tg,,
https://krisha.kz/complex/show/aktau/sultan/,"Актау, 20 микрорайон",277000²tg,,
https://krisha.kz/complex/show/ust-kamenogorsk/ulan-tau/,"Усть-Каменогорск, ул. Аль-Фараби, 44",310000²tg,,
https://krisha.kz/complex/show/nur-sultan/velatown/,"Астана, Есильский р-н, ул. Ханшайым Суйинбике, 15Б",550000²tg,,
https://krisha.kz/complex/show/ust-kamenogorsk/trio/,"Усть-Каменогорск, ул. Красина, 8В",360000²tg,,
https://krisha.kz/complex/show/karaganda/turan/,"Караганда, Юго-восток Проспект Республики 1/7",310000²tg,,
https://krisha.kz/complex/show/shymkent/viva/,"Шымкент, ул. Аргынбекова - ул. Байтерекова",430000²tg,,
https://krisha.kz/complex/show/almaty/yrysty/,"Алматы, Алатауский р-н, ул. Ьlрысты, 46/6",450000²tg,,
https://krisha.kz/complex/show/aktobe/jangaly/,"Актобе, микрорайон Батыс-2, участок 2Г",195000²tg,,
https://krisha.kz/complex/show/almaty/zhaisan/,"Алматы, Наурызбайский р-н, мкрн Акжар, ул. Береке, уч. 7",420000²tg,,
https://krisha.kz/complex/show/nur-sultan/technikum2/,"Астана, Есильский р-н, Кургалжинское шоссе",440000²tg,,
https://krisha.kz/complex/show/nur-sultan/krystall2/,"Астана, Есильский р-н, ул. Айтеке би, 9",450000²tg,,
https://krisha.kz/complex/show/kostanay/kobylandybatyra/,"Костанай, Кобыланды батыра 28/3",340000²tg,,
https://krisha.kz/complex/show/almaty/4you/,"Алматы, Бостандыкский р-н, ​ул. Розыбакиева, 320",950000²tg,,
https://krisha.kz/complex/show/atyrau/abyroyresidence/,"Атырау, ул. Абулхайыр хана, 51а",370000²tg,,
https://krisha.kz/complex/show/almaty/agat/,"Алматы, Ауэзовский р-н, ул. Сатпаева, 145/1",tg,,
https://krisha.kz/complex/show/kostanay/alfabeta/,"Костанай, район Военный городок",340000²tg,,
https://krisha.kz/complex/show/almaty/almavilla/,"Алматы, Бостандыкский р-н, микрорайон Ерменсай, ул. Талды, 63",700000²tg,,
https://krisha.kz/complex/show/nur-sultan/angleterre/,"Астана, Есильский р-н, ул. Хусейн Бен Талал, 28",485000²tg,,
https://krisha.kz/complex/show/karaganda/janasaryarqa/,"Караганда, ул. Камали Дүйсембекова, 53/8",330000²tg,,
https://krisha.kz/complex/show/karaganda/asemqala/,"Караганда, ул. Муканова, 86",300000²tg,,
https://krisha.kz/complex/show/atyrau/avant-garde/,"Атырау, К. Медеубаев, 22Б (мкр.Авангард)",340000²tg,,
https://krisha.kz/complex/show/aktau/bgroupplaza/,"Актау, ​16-й микрорайон, 111",340000²tg,,
https://krisha.kz/complex/show/aktobe/bayansulu/,"Актобе, мкрн Батыс-2, участок 40B",270000²tg,,
https://krisha.kz/complex/show/kokshetau/baitas/,"Кокшетау, ул. Малика Габдулина, 4",tg,,
https://krisha.kz/complex/show/batumi/blackseatowers/,"Грузия, Батуми, Batumi, J.Shartava street, 16",232459²tg,,
https://krisha.kz/complex/show/almaty/medeucity/,"Алматы, Медеуский р-н, ул. Халиуллина, 196/1",450000²tg,,
https://krisha.kz/complex/show/nur-sultan/novacityujnyi/,"Астана, Есильский р-н, проспект Аль-Фараби, 44/1",470000²tg,,
https://krisha.kz/complex/show/nur-sultan/injucity/,"Астана, Есильский р-н, ул. Ильяса Омарова - ул Е312",500000²tg,,
https://krisha.kz/complex/show/almaty/ermensaiclub/,"Алматы, Бостандыкский р-н, ул. Талды, 13",1²tg,,
https://krisha.kz/complex/show/nur-sultan/saticlubhouse/,"Астана, Есильский р-н, пересечение проспекта Мангилик Ел и улицы №496, рядом с Республиканским госпиталем",550000²tg,,
https://krisha.kz/complex/show/almaty/ermensaihouse/,"Алматы, Бостандыкский р-н, ул. Каршыга Ахмедиярова, 94",665000²tg,,
https://krisha.kz/complex/show/evropeiskyikvartal/,"Алматы, Бостандыкский р-н, ул. Брусиловского, 245",tg,,
https://krisha.kz/complex/show/almaty/exclusivetime/,"Алматы, Медеуский р-н, мкр. Самал-3, дом 15",811453²tg,,
https://krisha.kz/complex/show/almaty/y-fithouse/,"Алматы, Наурызбайский р-н, ул. Герольда Бельгера, 1А",700000²tg,,
https://krisha.kz/complex/show/nur-sultan/kaycar/,"Косшы, П.Косшы, ул. Есмангельды, 60",228000²tg,,
https://krisha.kz/complex/show/almaty/kereyresidence/,"Алматы, Бостандыкский р-н, микрорайон Нур-Алатау ул 13, дом 34",700000²tg,,
https://krisha.kz/complex/show/shymkent/kokzhailau/,"Шымкент, Абайский р-н, ул. Тулеметова, 50/3",380000²tg,,
https://krisha.kz/complex/show/shymkent/kostura/,"Шымкент, ул. Байдибек би, 5",320000²tg,,
https://krisha.kz/complex/show/aktau/kuttymeken/,"Актау, 16 микрорайон, 79",250000²tg,,
https://krisha.kz/complex/show/nur-sultan/leyauyut/,"Астана, Сарыарка р-н, ул. Карталинская, 29/1",320000²tg,,
https://krisha.kz/complex/show/aktobe/mangilik/,"Актобе, микрорайон Батыс 2, ул. Мангилик Ел, 21",250000²tg,,
https://krisha.kz/complex/show/almaty/mereyterrace/,"Алматы, Медеуский р-н, мкр. Юбилейный, ул. Кайсенова",620000²tg,,
https://krisha.kz/complex/show/astana/miraj/,"Астана, Есильский р-н, ул. Мухамедханова, уч. 27",390000²tg,,
https://krisha.kz/complex/show/uralsk/zhanaorda/,"Уральск, Сырым Датова д. 38",250000²tg,,
https://krisha.kz/complex/show/aktau/president/,"Актау, 14 микрорайон, №84 участок",350000²tg,,
https://krisha.kz/complex/show/astana/sezimqala/,"Астана, Есильский р-н, Ул. Е-22, 2",tg,,
https://krisha.kz/complex/show/almaty/remizovka-residences/,"Алматы, Бостандыкский р-н, ул. Ерменсай, 25/1",880000²tg,,
https://krisha.kz/complex/show/atyrau/samaltown/,"Атырау, мкрн Самал, ул. №15",290000²tg,,
https://krisha.kz/complex/show/nur-sultan/sanitowers/,"Астана, Есильский р-н, ул. Ш. Айтматова, 53 - ул. Шоссе Коргалжын",440000²tg,,
https://krisha.kz/complex/show/terra/,"Алматы, Бостандыкский р-н, пр. Гагарина, 233",820000²tg,,
https://krisha.kz/complex/show/aktau/tumar/,"Актау, 19 микрорайон, 106 участок",260000²tg,,
https://krisha.kz/complex/show/aktau/versailles/,"Актау, 4а мкрн, 60",360000²tg,,
https://krisha.kz/complex/show/astana/altynshar2/,"Астана, Есильский р-н, ул. Бектурова, 4/6",330000²tg,,
https://krisha.kz/complex/show/almaty/assemplaza/,"Алматы, Алмалинский р-н, ул. Толе би, 185А",700000²tg,,
https://krisha.kz/complex/show/astoriya/,"Астана, Есильский р-н, Есильский район, пересечение улиц Сарайшик и Кабанбай Батыра",500000²tg,,
https://krisha.kz/complex/show/kapshagai/balsulux/,"Конаев (Капчагай), мкр 18, ул. Курылысшы, 19/19",460000²tg,,
https://krisha.kz/complex/show/aktobe/bavaria/,"Актобе, мкр Батыс 2,  ул. Мустафы Шокая",230000²tg,,
https://krisha.kz/complex/show/atyrau/elordaresidence/,"Атырау, ул. мкрн Нурсая, Елорда, 19а",430000²tg,,
https://krisha.kz/complex/show/almaty/gulder/,"Алматы, Наурызбайский р-н, микрорайон Калкаман-2, ул. Абишева, 3",509932²tg,,
https://krisha.kz/complex/show/astana/holland/,"Астана, Есильский р-н, ул. Шамши Калдаякова - просп. Тауелсыздык и ул. № А13",594000²tg,,
https://krisha.kz/complex/show/shymkent/kazygurt/,"Шымкент, Каратауский р-н, проспект Нурсултана Назарбаева, 178",370000²tg,,
https://krisha.kz/complex/show/atyrau/modern/,"Атырау, ул.Т. Жумагалиева 10",400000²tg,,
https://krisha.kz/complex/show/almaty/ush-konir/,"Алматы, Медеуский р-н, ул. Назарбаева, ул. Маметовой",570000²tg,,
https://krisha.kz/complex/show/astana/vip-gorodok-saranda/,"Астана, Есильский р-н, ул. Керей, Жанибек хандар, 8а",810000²tg,,
https://krisha.kz/complex/show/aktau/green-plaza/,"Актау, ​17-й микрорайон, 6",295000²tg,,
https://krisha.kz/complex/show/tabysty/,"Астана, Есильский р-н, Коргалжынское шоссе, ул. Е430, участок 2А",330000²tg,,
https://krisha.kz/complex/show/astana/5-element/,"Астана, Сарыарка р-н, ул. Шыганак, 3",460000²tg,,
https://krisha.kz/complex/show/akvarel/,"Алматы, Бостандыкский р-н, ул. Сатпаева 90 - ул. Туркебаева",655000²tg,,
https://krisha.kz/complex/show/ak-didar/,"Астана, Есильский р-н, улица Е-102, (Дом 11, Дом 11\1, Дом 11\2)",407000²tg,,
https://krisha.kz/complex/show/esentai-city/,"Алматы, Медеуский р-н, пр. Аль- Фараби, 116",15²tg,,
